,Name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
200,Honda Amaze S Petrol BSIV,2019,670000,5000,Petrol,Individual,Manual,First Owner,19.0,1199.0,88.0,110.0,5.0
201,Honda Amaze S Petrol BSIV,2019,640000,6000,Petrol,Individual,Manual,First Owner,19.0,1199.0,88.0,110.0,5.0
202,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110.0,5.0
203,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110.0,5.0
204,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110.0,5.0
205,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110.0,5.0
206,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110.0,5.0
207,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110.0,5.0
208,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110.0,5.0
209,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110.0,5.0
210,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110.0,5.0
211,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110.0,5.0
212,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110.0,5.0
213,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110.0,5.0
214,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110.0,5.0
215,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110.0,5.0
216,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110.0,5.0
217,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110.0,5.0
218,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110.0,5.0
219,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110.0,5.0
220,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110.0,5.0
221,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110.0,5.0
222,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110.0,5.0
223,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110.0,5.0
224,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110.0,5.0
225,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110.0,5.0
226,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110.0,5.0
227,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110.0,5.0
228,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110.0,5.0
229,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110.0,5.0
230,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110.0,5.0
231,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110.0,5.0
232,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,110.0,5.0
233,Honda Amaze V Petrol BSIV,2019,700000,4500,Petrol,Individual,Manual,First Owner,19.0,1199.0,88.0,110.0,5.0
234,Honda Amaze V Petrol BSIV,2019,700000,4500,Petrol,Individual,Manual,First Owner,19.0,1199.0,88.0,110.0,5.0
235,Honda Amaze VX Diesel BSIV,2019,800000,10000,Diesel,Individual,Manual,First Owner,27.0,1498.0,98.0,200.0,5.0
236,Honda Amaze VX Petrol BSIV,2019,670000,20000,Petrol,Individual,Manual,First Owner,19.0,1199.0,88.0,110.0,5.0
237,Honda BRV i-DTEC V MT,2019,1100000,50000,Diesel,Individual,Manual,Second Owner,21.0,1498.0,98.0,200.0,7.0
238,Honda City i-DTEC V,2019,1200000,40000,Diesel,Individual,Manual,First Owner,25.0,1498.0,97.0,200.0,5.0
239,Honda City i-DTEC VX,2019,1110000,10500,Diesel,Individual,Manual,First Owner,25.0,1498.0,97.0,200.0,5.0
240,Honda City i-VTEC CVT ZX,2019,1227000,5000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.0,145.0,5.0
241,Honda City i-VTEC CVT ZX,2019,1227000,5000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.0,145.0,5.0
242,Honda City VX CVT,2019,1300000,20000,Petrol,Individual,Automatic,First Owner,17.0,1497.0,117.0,145.0,5.0
243,Honda Civic ZX,2019,2000000,24857,Petrol,Dealer,Automatic,Test Drive Car,16.0,1799.0,139.0,174.0,5.0
244,Honda Jazz VX CVT,2019,840000,1500,Petrol,Individual,Automatic,First Owner,18.0,1199.0,88.0,110.0,5.0
245,Honda Jazz VX CVT,2019,750000,3100,Petrol,Individual,Automatic,First Owner,18.0,1199.0,88.0,110.0,5.0
246,Honda Jazz VX CVT,2019,840000,1500,Petrol,Individual,Automatic,First Owner,18.0,1199.0,88.0,110.0,5.0
247,Honda WR-V i-DTEC VX,2019,1000000,72000,Diesel,Individual,Manual,First Owner,25.0,1498.0,98.0,200.0,5.0
248,Honda WR-V i-VTEC VX,2019,580000,35000,Petrol,Individual,Manual,First Owner,17.0,1199.0,88.0,110.0,5.0
249,Honda WR-V i-VTEC VX,2019,580000,35000,Petrol,Individual,Manual,First Owner,17.0,1199.0,88.0,110.0,5.0
250,Hyundai Creta 1.4 CRDi S,2019,1050000,27000,Diesel,Individual,Manual,First Owner,21.0,1396.0,88.0,219.0,5.0
251,Hyundai Creta 1.4 E Plus,2019,950000,15000,Diesel,Individual,Manual,First Owner,22.0,1396.0,88.0,219.0,5.0
252,Hyundai Creta 1.4 E Plus,2019,990000,19600,Diesel,Individual,Manual,First Owner,22.0,1396.0,88.0,219.0,5.0
253,Hyundai Creta 1.4 EX Diesel,2019,1000000,15000,Diesel,Individual,Manual,First Owner,22.0,1396.0,88.0,219.0,5.0
254,Hyundai Creta 1.6 SX Option,2019,1150000,31000,Petrol,Dealer,Manual,First Owner,15.0,1591.0,121.0,151.0,5.0
255,Hyundai Elite i20 Asta Option BSIV,2019,800000,35000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,117.0,5.0
256,Hyundai Elite i20 Asta Option Diesel,2019,850000,10000,Diesel,Individual,Manual,First Owner,22.0,1396.0,88.0,224.0,5.0
257,Hyundai Elite i20 Asta Option Diesel,2019,811000,43000,Diesel,Individual,Manual,First Owner,22.0,1396.0,88.0,224.0,5.0
258,Hyundai Elite i20 Diesel Sportz,2019,700000,60000,Diesel,Individual,Manual,First Owner,22.0,1396.0,88.0,219.0,5.0
259,Hyundai Elite i20 Magna Plus BSIV,2019,610000,2000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,117.0,5.0
260,Hyundai Elite i20 Magna Plus BSIV,2019,600000,10000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,117.0,5.0
261,Hyundai Elite i20 Magna Plus BSIV,2019,650000,3500,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,117.0,5.0
262,Hyundai Elite i20 Magna Plus BSIV,2019,630000,5000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,117.0,5.0
263,Hyundai Elite i20 Magna Plus BSIV,2019,625000,12500,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,117.0,5.0
264,Hyundai Elite i20 Petrol Asta,2019,700000,17000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,114.0,5.0
265,Hyundai Elite i20 Petrol Asta Option,2019,750000,30000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,114.0,5.0
266,Hyundai Elite i20 Petrol Asta Option,2019,690000,18000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,114.0,5.0
267,Hyundai Elite i20 Petrol CVT Magna Executive,2019,585000,80000,Petrol,Individual,Automatic,First Owner,17.0,1197.0,81.0,114.0,5.0
268,Hyundai Elite i20 Petrol Magna Exective,2019,590000,10000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,114.0,5.0
269,Hyundai Elite i20 Petrol Sportz,2019,667000,7500,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,114.0,5.0
270,Hyundai Elite i20 Sportz Plus BSIV,2019,693000,4000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,117.0,5.0
271,Hyundai Elite i20 Sportz Plus BSIV,2019,700000,19000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,117.0,5.0
272,Hyundai Elite i20 Sportz Plus CVT BSIV,2019,720000,16000,Petrol,Individual,Automatic,First Owner,17.0,1197.0,81.0,117.0,5.0
273,Hyundai Elite i20 Sportz Plus CVT BSIV,2019,695000,20000,Petrol,Individual,Automatic,First Owner,17.0,1197.0,81.0,117.0,5.0
274,Hyundai Elite i20 Sportz Plus Diesel,2019,834000,13000,Diesel,Individual,Manual,First Owner,22.0,1396.0,88.0,224.0,5.0
275,Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2019,685000,4300,Petrol,Dealer,Manual,First Owner,18.0,1197.0,81.0,117.0,5.0
276,Hyundai Grand i10 1.2 CRDi Asta,2019,750000,20000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.0,190.0,5.0
277,Hyundai Grand i10 1.2 CRDi Asta,2019,700000,10000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.0,190.0,5.0
278,Hyundai Grand i10 1.2 Kappa Magna AT,2019,550000,28000,Petrol,Individual,Automatic,First Owner,18.0,1197.0,81.0,113.0,5.0
279,Hyundai Grand i10 1.2 Kappa Magna AT,2019,550000,15000,Petrol,Individual,Automatic,First Owner,18.0,1197.0,81.0,113.0,5.0
280,Hyundai Grand i10 1.2 Kappa Magna AT,2019,567000,7000,Petrol,Individual,Automatic,First Owner,18.0,1197.0,81.0,113.0,5.0
281,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,600000,20000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,113.0,5.0
282,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,550000,15000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,113.0,5.0
283,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,570000,13000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,113.0,5.0
284,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,562000,5000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,113.0,5.0
285,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,550000,10000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,113.0,5.0
286,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,488999,15000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,113.0,5.0
287,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2019,585000,8000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,113.0,5.0
288,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2019,640000,10000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,113.0,5.0
289,Hyundai Grand i10 Magna AT,2019,625000,4337,Petrol,Dealer,Automatic,First Owner,18.0,1197.0,82.0,114.0,5.0
290,Hyundai Grand i10 Magna AT,2019,625000,4337,Petrol,Dealer,Automatic,First Owner,18.0,1197.0,82.0,114.0,5.0
291,Hyundai Grand i10 Nios Sportz,2019,550000,4701,Petrol,Trustmark Dealer,Manual,First Owner,20.0,1197.0,81.0,113.0,5.0
292,Hyundai i20 1.2 Asta,2019,721000,9400,Petrol,Dealer,Manual,First Owner,18.0,1197.0,81.0,114.0,5.0
293,Hyundai i20 Active S Petrol,2019,800000,5000,Petrol,Individual,Manual,First Owner,17.0,1197.0,81.0,114.0,5.0
294,Hyundai i20 Active S Petrol,2019,620000,13000,Petrol,Individual,Manual,First Owner,17.0,1197.0,81.0,114.0,5.0
295,Hyundai i20 Active SX Petrol,2019,650000,10000,Petrol,Individual,Manual,First Owner,17.0,1197.0,81.0,114.0,5.0
296,Hyundai i20 Active SX Petrol,2019,700000,20000,Petrol,Individual,Manual,First Owner,17.0,1197.0,81.0,114.0,5.0
297,Hyundai i20 Asta Option 1.2,2019,785000,9000,Petrol,Dealer,Manual,First Owner,18.0,1197.0,81.0,114.0,5.0
298,Hyundai Santro Era,2019,399000,4000,Petrol,Individual,Manual,First Owner,20.0,1086.0,68.0,99.0,5.0
299,Hyundai Santro Era,2019,420000,20000,Petrol,Individual,Manual,Second Owner,20.0,1086.0,68.0,99.0,5.0
300,Hyundai Santro Era,2019,425000,15000,Petrol,Individual,Manual,First Owner,20.0,1086.0,68.0,99.0,5.0
301,Hyundai Santro Era,2019,420000,30000,Petrol,Individual,Manual,First Owner,20.0,1086.0,68.0,99.0,5.0
302,Hyundai Santro Magna,2019,434999,19500,Petrol,Dealer,Manual,First Owner,20.0,1086.0,68.0,99.0,5.0
303,Hyundai Santro Magna,2019,434999,19500,Petrol,Dealer,Manual,First Owner,20.0,1086.0,68.0,99.0,5.0
304,Hyundai Santro Magna AMT BSIV,2019,499000,5000,Petrol,Individual,Automatic,First Owner,20.0,1086.0,68.0,99.0,5.0
305,Hyundai Santro Magna BSIV,2019,450000,10000,Petrol,Individual,Manual,First Owner,20.0,1086.0,68.0,99.0,5.0
306,Hyundai Santro Magna BSIV,2019,500000,5000,Petrol,Individual,Manual,First Owner,20.0,1086.0,68.0,99.0,5.0
307,Hyundai Santro Magna BSIV,2019,500000,5000,Petrol,Individual,Manual,First Owner,20.0,1086.0,68.0,99.0,5.0
308,Hyundai Santro Sportz AMT BSIV,2019,466000,25000,Petrol,Individual,Automatic,Fourth & Above Owner,20.0,1086.0,68.0,99.0,5.0
309,Hyundai Santro Sportz AMT BSIV,2019,521000,3010,Petrol,Individual,Automatic,First Owner,20.0,1086.0,68.0,99.0,5.0
310,Hyundai Santro Sportz AMT BSIV,2019,466000,25000,Petrol,Individual,Automatic,Fourth & Above Owner,20.0,1086.0,68.0,99.0,5.0
311,Hyundai Santro Sportz BSIV,2019,458000,30000,Petrol,Individual,Manual,First Owner,20.0,1086.0,68.0,99.0,5.0
312,Hyundai Santro Sportz BSIV,2019,509999,5000,Petrol,Individual,Manual,First Owner,20.0,1086.0,68.0,99.0,5.0
313,Hyundai Santro Sportz BSIV,2019,430000,18500,Petrol,Individual,Manual,First Owner,20.0,1086.0,68.0,99.0,5.0
314,Hyundai Venue SX Plus Dual Tone Turbo DCT,2019,1150000,2286,Petrol,Trustmark Dealer,Automatic,First Owner,18.0,998.0,118.0,171.0,5.0
315,Hyundai Venue SX Plus Turbo DCT BSIV,2019,1125000,3500,Petrol,Dealer,Automatic,First Owner,18.0,998.0,118.0,171.0,5.0
316,Hyundai Venue SX Plus Turbo DCT BSIV,2019,1125000,3500,Petrol,Dealer,Automatic,First Owner,18.0,998.0,118.0,171.0,5.0
317,Hyundai Verna CRDi 1.4 EX,2019,960000,20000,Diesel,Individual,Manual,First Owner,24.0,1396.0,88.0,219.0,5.0
318,Hyundai Verna CRDi 1.6 AT SX Option,2019,1200000,20000,Diesel,Individual,Automatic,First Owner,22.0,1582.0,126.0,259.0,5.0
319,Hyundai Verna CRDi 1.6 SX Option,2019,1200000,40000,Diesel,Individual,Manual,First Owner,22.0,1582.0,126.0,259.0,5.0
320,Hyundai Verna VTVT 1.6 AT SX Option,2019,1270000,20000,Petrol,Individual,Automatic,First Owner,17.0,1591.0,121.0,151.0,5.0
321,Hyundai Verna VTVT 1.6 SX,2019,990000,15000,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.0,151.0,5.0
322,Hyundai Verna VTVT 1.6 SX Option,2019,1149000,5000,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.0,151.0,5.0
323,Hyundai Verna VTVT 1.6 SX Option,2019,1100000,10000,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.0,151.0,5.0
324,Hyundai Verna VTVT 1.6 SX Option,2019,1149000,5000,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.0,151.0,5.0
325,Hyundai Xcent 1.2 CRDi S,2019,700000,3000,Diesel,Individual,Manual,First Owner,25.0,1186.0,73.0,190.0,5.0
326,Hyundai Xcent 1.2 VTVT E,2019,525000,100000,Petrol,Individual,Manual,First Owner,20.0,1197.0,81.0,113.0,5.0
327,Hyundai Xcent 1.2 VTVT E,2019,500000,60000,Petrol,Individual,Manual,First Owner,20.0,1197.0,81.0,113.0,5.0
328,Hyundai Xcent 1.2 VTVT S,2019,590000,90000,Petrol,Individual,Manual,First Owner,20.0,1197.0,81.0,113.0,5.0
329,Hyundai Xcent 1.2 VTVT S,2019,509999,40000,Petrol,Individual,Manual,First Owner,20.0,1197.0,81.0,113.0,5.0
330,Hyundai Xcent 1.2 VTVT S,2019,550000,3000,Petrol,Individual,Manual,First Owner,20.0,1197.0,81.0,113.0,5.0
331,Hyundai Xcent 1.2 VTVT SX,2019,570000,15000,Petrol,Individual,Manual,First Owner,20.0,1197.0,81.0,113.0,5.0
332,Isuzu D-Max V-Cross Z Prestige,2019,1900000,30000,Diesel,Individual,Automatic,First Owner,12.0,1999.0,147.0,350.0,5.0
333,Isuzu MUX 2WD,2019,2700000,10000,Diesel,Individual,Automatic,First Owner,13.0,2999.0,174.0,380.0,7.0
334,Isuzu MUX 2WD,2019,2700000,10000,Diesel,Individual,Automatic,First Owner,13.0,2999.0,174.0,380.0,7.0
335,Jeep Compass 1.4 Limited,2019,1450000,22000,Petrol,Dealer,Automatic,First Owner,16.0,1368.0,160.0,250.0,5.0
336,Jeep Compass 1.4 Limited,2019,1450000,22000,Petrol,Dealer,Automatic,First Owner,16.0,1368.0,160.0,250.0,5.0
337,Jeep Compass 1.4 Limited Plus BSIV,2019,2100000,5000,Petrol,Individual,Automatic,First Owner,16.0,1368.0,160.0,250.0,5.0
338,Jeep Compass 1.4 Limited Plus BSIV,2019,2100000,5000,Petrol,Individual,Automatic,First Owner,16.0,1368.0,160.0,250.0,5.0
339,Jeep Compass 1.4 Sport,2019,1520000,10000,Petrol,Individual,Manual,First Owner,16.0,1368.0,160.0,250.0,5.0
340,Jeep Compass 2.0 Limited Plus 4X4,2019,2150000,25000,Diesel,Dealer,Manual,First Owner,16.0,1956.0,170.0,350.0,5.0
341,Jeep Compass 2.0 Longitude Option BSIV,2019,1850000,14000,Diesel,Individual,Manual,First Owner,17.0,1956.0,170.0,350.0,5.0
342,Kia Seltos HTE D,2019,643000,10000,Diesel,Individual,Manual,First Owner,20.0,1493.0,113.0,250.0,5.0
343,Kia Seltos HTX Plus AT D,2019,1575000,20000,Diesel,Individual,Automatic,First Owner,17.0,1493.0,113.0,250.0,5.0
344,Land Rover Discovery Sport TD4 SE,2019,4500000,21000,Diesel,Dealer,Automatic,First Owner,12.0,1999.0,148.0,382.0,7.0
345,Land Rover Discovery Sport TD4 SE,2019,4500000,21000,Diesel,Dealer,Automatic,First Owner,12.0,1999.0,148.0,382.0,7.0
346,Land Rover Discovery Sport TD4 SE,2019,4500000,21000,Diesel,Dealer,Automatic,First Owner,12.0,1999.0,148.0,382.0,7.0
347,Land Rover Discovery Sport TD4 SE,2019,4500000,21000,Diesel,Dealer,Automatic,First Owner,12.0,1999.0,148.0,382.0,7.0
348,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
349,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
350,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
351,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
352,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
353,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
354,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
355,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
356,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
357,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
358,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
359,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
360,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
361,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
362,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
363,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
364,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
365,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
366,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
367,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
368,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
369,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
370,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
371,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
372,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
373,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
374,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
375,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
376,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
377,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
378,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
379,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
380,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
381,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487.0,214.0,202.0,5.0
382,Mahindra Bolero 2011-2019 SLE,2019,710000,30000,Diesel,Individual,Manual,First Owner,15.0,2523.0,62.0,195.0,7.0
383,Mahindra Bolero 2011-2019 SLE,2019,710000,30000,Diesel,Individual,Manual,First Owner,15.0,2523.0,62.0,195.0,7.0
384,Mahindra Bolero 2011-2019 SLE,2019,670000,53534,Diesel,Individual,Manual,First Owner,15.0,2523.0,62.0,195.0,7.0
385,Mahindra Bolero 2011-2019 SLX,2019,750000,59872,Diesel,Individual,Manual,First Owner,15.0,2523.0,62.0,195.0,7.0
386,Mahindra Bolero Pik-Up CBC 1.7T,2019,722000,80000,Diesel,Individual,Manual,First Owner,0.0,2523.0,70.0,200.0,2.0
387,Mahindra Bolero Power Plus Plus AC BSIV PS,2019,800000,2000,Diesel,Individual,Manual,First Owner,15.0,2523.0,63.0,180.0,9.0
388,Mahindra Bolero Power Plus SLE,2019,740000,35000,Diesel,Individual,Manual,First Owner,16.0,1493.0,70.0,195.0,7.0
389,Mahindra Bolero Power Plus ZLX,2019,740000,14000,Diesel,Individual,Manual,First Owner,16.0,1493.0,70.0,195.0,7.0
390,Mahindra KUV 100 G80 K2,2019,400000,25000,Petrol,Individual,Manual,First Owner,18.0,1198.0,82.0,115.0,6.0
391,Mahindra Marazzo M2 8Str BSIV,2019,977000,30000,Diesel,Individual,Manual,First Owner,17.0,1497.0,121.0,300.0,8.0
392,Mahindra Marazzo M2 8Str BSIV,2019,1000000,17000,Diesel,Dealer,Manual,First Owner,17.0,1497.0,121.0,300.0,8.0
393,Mahindra Marazzo M2 BSIV,2019,1075000,23000,Diesel,Dealer,Manual,First Owner,17.0,1497.0,121.0,300.0,7.0
394,Mahindra Marazzo M2 BSIV,2019,925000,40000,Diesel,Individual,Manual,First Owner,17.0,1497.0,121.0,300.0,7.0
395,Mahindra Marazzo M2 BSIV,2019,1075000,8600,Diesel,Dealer,Manual,First Owner,17.0,1497.0,121.0,300.0,7.0
